,Time,Part,Process,SubProcess,Resource,Event,Process_Type,Area,Memo
467,53.0,A0005_V113P,외부,,,routing_ended,,,
468,53.0,A0005_V110S,외부,외부_78,,work_start,,,
469,53.0,A0005_V114P,외부,,,Process_entered,,17162.78044653749,
470,53.0,A0005_V114P,외부,,,routing_ended,,,
471,53.0,A0005_V113P,외부,외부_79,,work_start,,,
472,53.0,A0005_V116P,외부,,,Process_entered,,17461.489020718607,
473,53.0,A0005_V116P,외부,,,routing_ended,,,
474,53.0,A0005_V114P,외부,외부_80,,work_start,,,
475,53.0,A0005_V116S,외부,,,Process_entered,,17760.197594899724,
476,53.0,A0005_V116S,외부,,,routing_ended,,,
477,53.0,A0005_V116P,외부,외부_81,,work_start,,,
478,53.0,A0005_V118P,외부,,,Process_entered,,18244.697594899724,
479,53.0,A0005_V118P,외부,,,routing_ended,,,
480,53.0,A0005_V116S,외부,외부_82,,work_start,,,
481,53.0,A0005_V118S,외부,,,Process_entered,,18601.697594899724,
482,53.0,A0005_V118S,외부,,,routing_ended,,,
483,53.0,A0005_V118P,외부,외부_83,,work_start,,,
484,53.0,A0005_V120P,외부,,,Process_entered,,18900.40616908084,
485,53.0,A0005_V120P,외부,,,routing_ended,,,
486,53.0,A0005_V118S,외부,외부_84,,work_start,,,
487,53.0,A0005_V120S,외부,,,Process_entered,,19199.11474326196,
488,53.0,A0005_V120S,외부,,,routing_ended,,,
489,53.0,A0005_V120P,외부,외부_85,,work_start,,,
490,53.0,A0005_V123P,외부,,,Process_entered,,19497.823317443075,
491,53.0,A0005_V123P,외부,,,routing_ended,,,
492,53.0,A0005_V120S,외부,외부_86,,work_start,,,
493,53.0,A0005_V123S,외부,,,Process_entered,,19796.531891624192,
494,53.0,A0005_V123S,외부,,,routing_ended,,,
495,53.0,A0005_V123P,외부,외부_87,,work_start,,,
496,53.0,A0005_V124P,외부,,,Process_entered,,20095.24046580531,
497,53.0,A0005_V124P,외부,,,routing_ended,,,
498,53.0,A0005_V123S,외부,외부_88,,work_start,,,
499,53.0,A0005_V126P,외부,,,Process_entered,,20393.949039986426,
500,53.0,A0005_V126P,외부,,,routing_ended,,,
501,53.0,A0005_V124P,외부,외부_89,,work_start,,,
502,53.0,A0005_V126S,외부,,,Process_entered,,20692.657614167543,
503,53.0,A0005_V126S,외부,,,routing_ended,,,
504,53.0,A0005_V126P,외부,외부_90,,work_start,,,
505,53.0,A0005_V128P,외부,,,Process_entered,,20981.407614167543,
506,53.0,A0005_V128P,외부,,,routing_ended,,,
507,53.0,A0005_V126S,외부,외부_91,,work_start,,,
508,53.0,A0005_V128S,외부,,,Process_entered,,21270.157614167543,
509,53.0,A0005_V128S,외부,,,routing_ended,,,
510,53.0,A0005_V128P,외부,외부_92,,work_start,,,
511,53.0,A0005_V130P,외부,,,Process_entered,,21568.86618834866,
512,53.0,A0005_V130P,외부,,,routing_ended,,,
513,53.0,A0005_V128S,외부,외부_93,,work_start,,,
514,53.0,A0005_V130S,외부,,,Process_entered,,21867.574762529777,
515,53.0,A0005_V130S,외부,,,routing_ended,,,
516,53.0,A0005_V130P,외부,외부_94,,work_start,,,
517,53.0,A0005_V133P,외부,,,Process_entered,,22166.283336710894,
518,53.0,A0005_V133P,외부,,,routing_ended,,,
519,53.0,A0005_V130S,외부,외부_95,,work_start,,,
520,53.0,A0005_V134P,외부,,,Process_entered,,22464.99191089201,
521,53.0,A0005_V134P,외부,,,routing_ended,,,
522,53.0,A0005_V133P,외부,외부_96,,work_start,,,
523,53.0,A0005_V136P,외부,,,Process_entered,,22763.70048507313,
524,53.0,A0005_V136P,외부,,,routing_ended,,,
525,53.0,A0005_V134P,외부,외부_97,,work_start,,,
526,53.0,A0005_V136S,외부,,,Process_entered,,23062.409059254245,
527,53.0,A0005_V136S,외부,,,routing_ended,,,
528,53.0,A0005_V136P,외부,외부_98,,work_start,,,
529,53.0,A0005_V138P,외부,,,Process_entered,,23419.409059254245,
530,53.0,A0005_V138P,외부,,,routing_ended,,,
531,53.0,A0005_V136S,외부,외부_99,,work_start,,,
532,53.0,A0005_V138S,외부,,,Process_entered,,23776.409059254245,
533,53.0,A0005_V138S,외부,,,routing_ended,,,
534,53.0,A0005_V138P,외부,외부_100,,work_start,,,
535,53.0,A0005_V140P,외부,,,Process_entered,,24075.117633435362,
536,53.0,A0005_V140P,외부,,,routing_ended,,,
537,53.0,A0005_V138S,외부,외부_101,,work_start,,,
538,53.0,A0005_V140S,외부,,,Process_entered,,24373.82620761648,
539,53.0,A0005_V140S,외부,,,routing_ended,,,
540,53.0,A0005_V140P,외부,외부_102,,work_start,,,
541,53.0,A0005_V143P,외부,,,Process_entered,,24672.534781797596,
542,53.0,A0005_V143P,외부,,,routing_ended,,,
543,53.0,A0005_V140S,외부,외부_103,,work_start,,,
544,53.0,A0005_V143S,외부,,,Process_entered,,24971.243355978713,
545,53.0,A0005_V143S,외부,,,routing_ended,,,
546,53.0,A0005_V143P,외부,외부_104,,work_start,,,
547,53.0,A0005_V144P,외부,,,Process_entered,,25269.95193015983,
548,53.0,A0005_V144P,외부,,,routing_ended,,,
549,53.0,A0005_V143S,외부,외부_105,,work_start,,,
550,53.0,A0005_V148P,외부,,,Process_entered,,25558.70193015983,
551,53.0,A0005_V148P,외부,,,routing_ended,,,
552,53.0,A0005_V144P,외부,외부_106,,work_start,,,
553,53.0,A0005_V148S,외부,,,Process_entered,,25847.45193015983,
554,53.0,A0005_V148S,외부,,,routing_ended,,,
555,53.0,A0005_V148P,외부,외부_107,,work_start,,,
556,53.0,A0005_V150A,외부,,,Process_entered,,25877.45193015983,
557,53.0,A0005_V150A,외부,,,routing_ended,,,
558,53.0,A0005_V148S,외부,외부_108,,work_start,,,
559,53.0,A0005_V250A,외부,,,Process_entered,,25907.45193015983,
560,53.0,A0005_V250A,외부,,,routing_ended,,,
561,53.0,A0005_V150A,외부,외부_109,,"part_transferred_to_out_buffer, step = 0",,25877.45193015983,
562,53.0,A0005_V310P,외부,,,Process_entered,,26176.160504340947,
563,53.0,A0005_V310P,외부,,,routing_ended,,,
564,53.0,A0005_V250A,외부,외부_110,,"part_transferred_to_out_buffer, step = 0",,26146.160504340947,
565,53.0,A0005_V310S,외부,,,Process_entered,,26444.869078522064,
566,53.0,A0005_V310S,외부,,,routing_ended,,,
567,53.0,A0005_V150A,Sink,,,go to parent block,,,
568,53.0,A0005_V150A,Sink,,,completed,,,
569,53.0,A0005_V310P,외부,외부_111,,work_start,,,
570,53.0,A0005_V313P,외부,,,Process_entered,,26743.57765270318,
571,53.0,A0005_V313P,외부,,,routing_ended,,,
572,53.0,A0005_V250A,Sink,,,go to parent block,,,
573,53.0,A0005_V250A,Sink,,,completed,,,
574,53.0,A0005_V310S,외부,외부_112,,work_start,,,
575,53.0,A0005_V313S,외부,,,Process_entered,,27042.2862268843,
576,53.0,A0005_V313S,외부,,,routing_ended,,,
577,53.0,A0005_V313P,외부,외부_113,,work_start,,,
578,53.0,A0005_V314P,외부,,,Process_entered,,27340.994801065415,
579,53.0,A0005_V314P,외부,,,routing_ended,,,
580,53.0,A0005_V313S,외부,외부_114,,work_start,,,
581,53.0,A0005_V314S,외부,,,Process_entered,,27639.703375246532,
582,53.0,A0005_V314S,외부,,,routing_ended,,,
583,53.0,A0005_V314P,외부,외부_115,,work_start,,,
584,53.0,A0005_V315P,외부,,,Process_entered,,27938.41194942765,
585,53.0,A0005_V315P,외부,,,routing_ended,,,
586,53.0,A0005_V314S,외부,외부_116,,work_start,,,
587,53.0,A0005_V318P,외부,,,Process_entered,,28293.16194942765,
588,53.0,A0005_V318P,외부,,,routing_ended,,,
589,53.0,A0005_V315P,외부,외부_117,,work_start,,,
590,53.0,A0005_V318S,외부,,,Process_entered,,28647.91194942765,
591,53.0,A0005_V318S,외부,,,routing_ended,,,
592,53.0,A0005_V318P,외부,외부_118,,work_start,,,
593,53.0,A0005_V320P,외부,,,Process_entered,,28946.620523608766,
594,53.0,A0005_V320P,외부,,,routing_ended,,,
595,53.0,A0005_V318S,외부,외부_119,,work_start,,,
596,53.0,A0005_V320S,외부,,,Process_entered,,29245.329097789883,
597,53.0,A0005_V320S,외부,,,routing_ended,,,
598,53.0,A0005_V320P,외부,외부_120,,work_start,,,
599,53.0,A0005_V323P,외부,,,Process_entered,,29544.037671971,
600,53.0,A0005_V323P,외부,,,routing_ended,,,
601,53.0,A0005_V320S,외부,외부_121,,work_start,,,
602,53.0,A0005_V323S,외부,,,Process_entered,,29842.746246152117,
603,53.0,A0005_V323S,외부,,,routing_ended,,,
604,53.0,A0005_V323P,외부,외부_122,,work_start,,,
605,53.0,A0005_V324P,외부,,,Process_entered,,30141.454820333234,
606,53.0,A0005_V324P,외부,,,routing_ended,,,
607,53.0,A0005_V323S,외부,외부_123,,work_start,,,
608,53.0,A0005_V328P,외부,,,Process_entered,,30430.204820333234,
609,53.0,A0005_V328P,외부,,,routing_ended,,,
610,53.0,A0005_V324P,외부,외부_124,,work_start,,,
611,53.0,A0005_V328S,외부,,,Process_entered,,30718.954820333234,
612,53.0,A0005_V328S,외부,,,routing_ended,,,
613,53.0,A0005_V328P,외부,외부_125,,work_start,,,
614,53.0,A0005_V330P,외부,,,Process_entered,,31017.66339451435,
615,53.0,A0005_V330P,외부,,,routing_ended,,,
616,53.0,A0005_V328S,외부,외부_126,,work_start,,,
617,53.0,A0005_V330S,외부,,,Process_entered,,31316.37196869547,
618,53.0,A0005_V330S,외부,,,routing_ended,,,
619,53.0,A0005_V330P,외부,외부_127,,work_start,,,
620,53.0,A0005_V333P,외부,,,Process_entered,,31615.080542876585,
621,53.0,A0005_V333P,외부,,,routing_ended,,,
622,53.0,A0005_V330S,외부,외부_128,,work_start,,,
623,53.0,A0005_V333S,외부,,,Process_entered,,31913.789117057702,
624,53.0,A0005_V333S,외부,,,routing_ended,,,
625,53.0,A0005_V333P,외부,외부_129,,work_start,,,
626,53.0,A0005_V334P,외부,,,Process_entered,,32212.49769123882,
627,53.0,A0005_V334P,외부,,,routing_ended,,,
628,53.0,A0005_V333S,외부,외부_130,,work_start,,,
629,53.0,A0005_V338P,외부,,,Process_entered,,32567.24769123882,
630,53.0,A0005_V338P,외부,,,routing_ended,,,
631,53.0,A0005_V334P,외부,외부_131,,work_start,,,
632,53.0,A0005_V338S,외부,,,Process_entered,,32921.99769123882,
633,53.0,A0005_V338S,외부,,,routing_ended,,,
634,53.0,A0005_V338P,외부,외부_132,,work_start,,,
635,53.0,A0005_V340P,외부,,,Process_entered,,33220.70626541994,
636,53.0,A0005_V340P,외부,,,routing_ended,,,
637,53.0,A0005_V338S,외부,외부_133,,work_start,,,
638,53.0,A0005_V340S,외부,,,Process_entered,,33519.41483960106,
639,53.0,A0005_V340S,외부,,,routing_ended,,,
640,53.0,A0005_V340P,외부,외부_134,,work_start,,,
641,53.0,A0005_V343P,외부,,,Process_entered,,33818.123413782174,
642,53.0,A0005_V343P,외부,,,routing_ended,,,
643,53.0,A0005_V340S,외부,외부_135,,work_start,,,
644,53.0,A0005_V343S,외부,,,Process_entered,,34116.83198796329,
645,53.0,A0005_V343S,외부,,,routing_ended,,,
646,53.0,A0005_V343P,외부,외부_136,,work_start,,,
647,53.0,A0005_V344P,외부,,,Process_entered,,34415.54056214441,
648,53.0,A0005_V344P,외부,,,routing_ended,,,
649,53.0,A0005_V343S,외부,외부_137,,work_start,,,
650,53.0,A0005_V348P,외부,,,Process_entered,,34704.29056214441,
651,53.0,A0005_V348P,외부,,,routing_ended,,,
652,53.0,A0005_V344P,외부,외부_138,,work_start,,,
653,53.0,A0005_V348S,외부,,,Process_entered,,34993.04056214441,
654,53.0,A0005_V348S,외부,,,routing_ended,,,
655,53.0,A0005_V348P,외부,외부_139,,work_start,,,
656,53.0,A0005_V350A,외부,,,Process_entered,,35023.04056214441,
657,53.0,A0005_V350A,외부,,,routing_ended,,,
658,53.0,A0005_V348S,외부,외부_140,,work_start,,,
659,53.0,A0005_V810A,외부,,,Process_entered,,35321.749136325525,
660,53.0,A0005_V810A,외부,,,routing_ended,,,
661,53.0,A0005_V350A,외부,외부_141,,"part_transferred_to_out_buffer, step = 0",,35291.749136325525,
662,53.0,A0005_V810A,외부,외부_142,,work_start,,,
663,53.0,A0005_V350A,Sink,,,go to parent block,,,
664,53.0,A0005_V350A,Sink,,,completed,,,
665,54.0,A0005_V210P,,,,part_created,,,
666,54.0,A0005_V210S,,,,part_created,,,
667,54.0,A0005_V213P,,,,part_created,,,
668,54.0,A0005_V213S,,,,part_created,,,
669,54.0,A0005_V214P,,,,part_created,,,
670,54.0,A0005_V214S,,,,part_created,,,
671,54.0,A0005_V215P,,,,part_created,,,
672,54.0,A0005_V218P,,,,part_created,,,
673,54.0,A0005_V218S,,,,part_created,,,
674,54.0,A0005_V220P,,,,part_created,,,
675,54.0,A0005_V220S,,,,part_created,,,
676,54.0,A0005_V223P,,,,part_created,,,
677,54.0,A0005_V223S,,,,part_created,,,
678,54.0,A0005_V224P,,,,part_created,,,
679,54.0,A0005_V228P,,,,part_created,,,
680,54.0,A0005_V228S,,,,part_created,,,
681,54.0,A0005_V230P,,,,part_created,,,
682,54.0,A0005_V230S,,,,part_created,,,
683,54.0,A0005_V233P,,,,part_created,,,
684,54.0,A0005_V233S,,,,part_created,,,
685,54.0,A0005_V234P,,,,part_created,,,
686,54.0,A0005_V238P,,,,part_created,,,
687,54.0,A0005_V238S,,,,part_created,,,
688,54.0,A0005_V240P,,,,part_created,,,
689,54.0,A0005_V240S,,,,part_created,,,
690,54.0,A0005_V243P,,,,part_created,,,
691,54.0,A0005_V243S,,,,part_created,,,
692,54.0,A0005_V244P,,,,part_created,,,
693,54.0,A0005_V248P,,,,part_created,,,
694,54.0,A0005_V248S,,,,part_created,,,
695,54.0,A0005_V830A,,,,part_created,,,
696,54.0,A0005_V210P,외부,,,Process_entered,,35590.45771050664,
697,54.0,A0005_V210P,외부,,,routing_ended,,,
698,54.0,A0005_V210S,외부,,,Process_entered,,35889.16628468776,
699,54.0,A0005_V210S,외부,,,routing_ended,,,
700,54.0,A0005_V210P,외부,외부_143,,work_start,,,
701,54.0,A0005_V213P,외부,,,Process_entered,,36187.874858868876,
702,54.0,A0005_V213P,외부,,,routing_ended,,,
703,54.0,A0005_V210S,외부,외부_144,,work_start,,,
704,54.0,A0005_V213S,외부,,,Process_entered,,36486.58343304999,
705,54.0,A0005_V213S,외부,,,routing_ended,,,
706,54.0,A0005_V213P,외부,외부_145,,work_start,,,
707,54.0,A0005_V214P,외부,,,Process_entered,,36785.29200723111,
708,54.0,A0005_V214P,외부,,,routing_ended,,,
709,54.0,A0005_V213S,외부,외부_146,,work_start,,,
710,54.0,A0005_V214S,외부,,,Process_entered,,37084.00058141223,
711,54.0,A0005_V214S,외부,,,routing_ended,,,
712,54.0,A0005_V214P,외부,외부_147,,work_start,,,
713,54.0,A0005_V215P,외부,,,Process_entered,,37382.709155593344,
714,54.0,A0005_V215P,외부,,,routing_ended,,,
715,54.0,A0005_V214S,외부,외부_148,,work_start,,,
716,54.0,A0005_V218P,외부,,,Process_entered,,37737.459155593344,
717,54.0,A0005_V218P,외부,,,routing_ended,,,
718,54.0,A0005_V215P,외부,외부_149,,work_start,,,
719,54.0,A0005_V218S,외부,,,Process_entered,,38092.209155593344,
720,54.0,A0005_V218S,외부,,,routing_ended,,,
721,54.0,A0005_V218P,외부,외부_150,,work_start,,,
722,54.0,A0005_V220P,외부,,,Process_entered,,38390.91772977446,
723,54.0,A0005_V220P,외부,,,routing_ended,,,
724,54.0,A0005_V218S,외부,외부_151,,work_start,,,
725,54.0,A0005_V220S,외부,,,Process_entered,,38689.62630395558,
726,54.0,A0005_V220S,외부,,,routing_ended,,,
727,54.0,A0005_V220P,외부,외부_152,,work_start,,,
728,54.0,A0005_V223P,외부,,,Process_entered,,38988.334878136695,
729,54.0,A0005_V223P,외부,,,routing_ended,,,
730,54.0,A0005_V220S,외부,외부_153,,work_start,,,
731,54.0,A0005_V223S,외부,,,Process_entered,,39287.04345231781,
732,54.0,A0005_V223S,외부,,,routing_ended,,,
733,54.0,A0005_V223P,외부,외부_154,,work_start,,,
734,54.0,A0005_V224P,외부,,,Process_entered,,39585.75202649893,
735,54.0,A0005_V224P,외부,,,routing_ended,,,
736,54.0,A0005_V223S,외부,외부_155,,work_start,,,
737,54.0,A0005_V228P,외부,,,Process_entered,,39874.50202649893,
738,54.0,A0005_V228P,외부,,,routing_ended,,,
739,54.0,A0005_V224P,외부,외부_156,,work_start,,,
740,54.0,A0005_V228S,외부,,,Process_entered,,40163.25202649893,
741,54.0,A0005_V228S,외부,,,routing_ended,,,
742,54.0,A0005_V228P,외부,외부_157,,work_start,,,
743,54.0,A0005_V230P,외부,,,Process_entered,,40461.960600680046,
744,54.0,A0005_V230P,외부,,,routing_ended,,,
745,54.0,A0005_V228S,외부,외부_158,,work_start,,,
746,54.0,A0005_V230S,외부,,,Process_entered,,40760.66917486116,
747,54.0,A0005_V230S,외부,,,routing_ended,,,
748,54.0,A0005_V230P,외부,외부_159,,work_start,,,
749,54.0,A0005_V233P,외부,,,Process_entered,,41059.37774904228,
750,54.0,A0005_V233P,외부,,,routing_ended,,,
751,54.0,A0005_V230S,외부,외부_160,,work_start,,,
752,54.0,A0005_V233S,외부,,,Process_entered,,41358.0863232234,
753,54.0,A0005_V233S,외부,,,routing_ended,,,
754,54.0,A0005_V233P,외부,외부_161,,work_start,,,
755,54.0,A0005_V234P,외부,,,Process_entered,,41656.794897404514,
756,54.0,A0005_V234P,외부,,,routing_ended,,,
757,54.0,A0005_V233S,외부,외부_162,,work_start,,,
758,54.0,A0005_V238P,외부,,,Process_entered,,42011.544897404514,
759,54.0,A0005_V238P,외부,,,routing_ended,,,
760,54.0,A0005_V234P,외부,외부_163,,work_start,,,
761,54.0,A0005_V238S,외부,,,Process_entered,,42366.294897404514,
762,54.0,A0005_V238S,외부,,,routing_ended,,,
763,54.0,A0005_V238P,외부,외부_164,,work_start,,,
764,54.0,A0005_V240P,외부,,,Process_entered,,42665.00347158563,
765,54.0,A0005_V240P,외부,,,routing_ended,,,
766,54.0,A0005_V238S,외부,외부_165,,work_start,,,
767,54.0,A0005_V240S,외부,,,Process_entered,,42963.71204576675,
768,54.0,A0005_V240S,외부,,,routing_ended,,,
769,54.0,A0005_V240P,외부,외부_166,,work_start,,,
770,54.0,A0005_V243P,외부,,,Process_entered,,43262.420619947865,
771,54.0,A0005_V243P,외부,,,routing_ended,,,
772,54.0,A0005_V240S,외부,외부_167,,work_start,,,
773,54.0,A0005_V243S,외부,,,Process_entered,,43561.12919412898,
774,54.0,A0005_V243S,외부,,,routing_ended,,,
775,54.0,A0005_V243P,외부,외부_168,,work_start,,,
776,54.0,A0005_V244P,외부,,,Process_entered,,43859.8377683101,
777,54.0,A0005_V244P,외부,,,routing_ended,,,
778,54.0,A0005_V243S,외부,외부_169,,work_start,,,
779,54.0,A0005_V248P,외부,,,Process_entered,,44148.5877683101,
780,54.0,A0005_V248P,외부,,,routing_ended,,,
781,54.0,A0005_V244P,외부,외부_170,,work_start,,,
782,54.0,A0005_V248S,외부,,,Process_entered,,44437.3377683101,
783,54.0,A0005_V248S,외부,,,routing_ended,,,
784,54.0,A0005_V248P,외부,외부_171,,work_start,,,
785,54.0,A0005_V830A,외부,,,Process_entered,,44736.046342491216,
786,54.0,A0005_V830A,외부,,,routing_ended,,,
787,54.0,A0005_V248S,외부,외부_172,,work_start,,,
788,54.0,A0005_V830A,외부,외부_173,,work_start,,,
789,55.0,A0005_V840A,,,,part_created,,,
790,55.0,A0005_V840A,외부,,,Process_entered,,45034.75491667233,
791,55.0,A0005_V840A,외부,,,routing_ended,,,
792,55.0,A0005_V840A,외부,외부_174,,work_start,,,
793,56.0,A0005_V910A,외부,외부_9,,work_finish,,,
794,56.0,A0005_V910A,외부,외부_9,,"part_transferred_to_out_buffer, step = 0",,44736.046342491216,
795,56.0,A0005_V950A,외부,외부_10,,work_finish,,,
796,56.0,A0005_V950A,외부,외부_10,,"part_transferred_to_out_buffer, step = 0",,44437.3377683101,
797,56.0,A0005_V410P,외부,외부_46,,work_finish,,,
798,56.0,A0005_V410P,외부,외부_46,,"part_transferred_to_out_buffer, step = 0",,44138.62919412898,
799,56.0,A0005_V410S,외부,외부_47,,work_finish,,,
800,56.0,A0005_V410S,외부,외부_47,,"part_transferred_to_out_buffer, step = 0",,43839.920619947865,
801,56.0,A0005_V413P,외부,외부_48,,work_finish,,,
802,56.0,A0005_V413P,외부,외부_48,,"part_transferred_to_out_buffer, step = 0",,43541.21204576675,
803,56.0,A0005_V413S,외부,외부_49,,work_finish,,,
804,56.0,A0005_V413S,외부,외부_49,,"part_transferred_to_out_buffer, step = 0",,43242.50347158563,
805,56.0,A0005_V414P,외부,외부_50,,work_finish,,,
806,56.0,A0005_V414P,외부,외부_50,,"part_transferred_to_out_buffer, step = 0",,42943.794897404514,
807,56.0,A0005_V414S,외부,외부_51,,work_finish,,,
808,56.0,A0005_V414S,외부,외부_51,,"part_transferred_to_out_buffer, step = 0",,42645.0863232234,
809,56.0,A0005_V415P,외부,외부_52,,work_finish,,,
810,56.0,A0005_V415P,외부,외부_52,,"part_transferred_to_out_buffer, step = 0",,42346.37774904228,
811,56.0,A0005_V418P,외부,외부_53,,work_finish,,,
812,56.0,A0005_V418P,외부,외부_53,,"part_transferred_to_out_buffer, step = 0",,42008.12774904228,
813,56.0,A0005_V418S,외부,외부_54,,work_finish,,,
814,56.0,A0005_V418S,외부,외부_54,,"part_transferred_to_out_buffer, step = 0",,41669.87774904228,
815,56.0,A0005_V420P,외부,외부_55,,work_finish,,,
816,56.0,A0005_V420P,외부,외부_55,,"part_transferred_to_out_buffer, step = 0",,41371.16917486116,
817,56.0,A0005_V420S,외부,외부_56,,work_finish,,,
818,56.0,A0005_V420S,외부,외부_56,,"part_transferred_to_out_buffer, step = 0",,41072.460600680046,
819,56.0,A0005_V423P,외부,외부_57,,work_finish,,,
820,56.0,A0005_V423P,외부,외부_57,,"part_transferred_to_out_buffer, step = 0",,40773.75202649893,
821,56.0,A0005_V423S,외부,외부_58,,work_finish,,,
822,56.0,A0005_V423S,외부,외부_58,,"part_transferred_to_out_buffer, step = 0",,40475.04345231781,
823,56.0,A0005_V424P,외부,외부_59,,work_finish,,,
824,56.0,A0005_V424P,외부,외부_59,,"part_transferred_to_out_buffer, step = 0",,40176.334878136695,
825,56.0,A0005_V428P,외부,외부_60,,work_finish,,,
826,56.0,A0005_V428P,외부,외부_60,,"part_transferred_to_out_buffer, step = 0",,39904.084878136695,
827,56.0,A0005_V428S,외부,외부_61,,work_finish,,,
828,56.0,A0005_V428S,외부,외부_61,,"part_transferred_to_out_buffer, step = 0",,39541.084878136695,
829,56.0,A0005_V430P,외부,외부_62,,work_finish,,,
830,56.0,A0005_V430P,외부,외부_62,,"part_transferred_to_out_buffer, step = 0",,39242.37630395558,
