,Time,Part,Process,SubProcess,Resource,Event,Process_Type,Area,Memo
5081,102.0,A0004_B361S,선각공장,선각공장_65,,"part_transferred_to_out_buffer, step = 0",,2708.4820648259306,
5082,102.0,A0004_B363S,선각공장,,,Process_entered,,2928.4820648259306,
5083,102.0,A0004_B363S,선각공장,,,routing_ended,,,
5084,102.0,A0004_B502S,외부,외부_426,,work_start,,,
5085,102.0,A0004_B532S,외부,,,Process_entered,,22301.014297722253,
5086,102.0,A0004_B532S,외부,,,routing_ended,,,
5087,102.0,A0004_E820S,대조립 1공장,대조립 1공장_98,,work_start,,,
5088,102.0,A0005_E32S0,대조립 1공장,,,Process_entered,,4654.5,
5089,102.0,A0005_E32S0,대조립 1공장,,,routing_ended,,,
5090,102.0,A0005_S180S,2야드 대조립공장,2야드 대조립공장_44,,work_start,,,
5091,102.0,A0005_S200S,2야드 대조립공장,,,Process_entered,,4498.0,
5092,102.0,A0005_S200S,2야드 대조립공장,,,routing_ended,,,
5093,102.0,A0005_S174S,대조립 2공장,대조립 2공장_88,,work_start,,,
5094,102.0,A0004_B361P,Sink,,,go to parent block,,,
5095,102.0,A0004_B361P,Sink,,,completed,,,
5096,102.0,A0004_B363P,선각공장,선각공장_66,,work_start,,,
5097,102.0,A0004_B532P,외부,외부_427,,work_start,,,
5098,102.0,A0005_E32P0,대조립 1공장,대조립 1공장_99,,work_start,,,
5099,102.0,A0005_S13P0,대조립 1공장,,,Process_entered,,4977.5,
5100,102.0,A0005_S13P0,대조립 1공장,,,routing_ended,,,
5101,102.0,A0005_S200P,2야드 대조립공장,2야드 대조립공장_45,,work_start,,,
5102,102.0,A0004_B361S,Sink,,,go to parent block,,,
5103,102.0,A0004_B361S,Sink,,,completed,,,
5104,102.0,A0004_B363S,선각공장,선각공장_67,,work_start,,,
5105,102.0,A0004_B532S,외부,외부_428,,work_start,,,
5106,102.0,A0005_E32S0,대조립 1공장,대조립 1공장_100,,work_start,,,
5107,102.0,A0005_S13S0,대조립 1공장,,,Process_entered,,5300.5,
5108,102.0,A0005_S13S0,대조립 1공장,,,routing_ended,,,
5109,102.0,A0005_S200S,2야드 대조립공장,2야드 대조립공장_46,,work_start,,,
5110,102.0,A0005_S13P0,대조립 1공장,대조립 1공장_101,,work_start,,,
5111,102.0,A0005_D193P,대조립 1공장,,,Process_entered,,5505.25,
5112,102.0,A0005_D193P,대조립 1공장,,,routing_ended,,,
5113,102.0,A0005_S13S0,대조립 1공장,대조립 1공장_102,,work_start,,,
5114,102.0,A0005_D193S,대조립 1공장,,,Process_entered,,5710.0,
5115,102.0,A0005_D193S,대조립 1공장,,,routing_ended,,,
5116,102.0,A0005_D193P,대조립 1공장,대조립 1공장_103,,work_start,,,
5117,102.0,A0005_D193S,대조립 1공장,대조립 1공장_104,,work_start,,,
5118,103.0,A0005_D11P0,2야드 대조립공장,2야드 대조립공장_19,,work_finish,,,
5119,103.0,A0005_D11P0,2야드 대조립공장,2야드 대조립공장_19,,"part_transferred_to_out_buffer, step = 0",,4220.5,
5120,103.0,A0005_D11P0,E7,,,Stock_in,Stock,277.5,
5121,103.0,A0005_D11S0,2야드 대조립공장,2야드 대조립공장_20,,work_finish,,,
5122,103.0,A0005_D11S0,2야드 대조립공장,2야드 대조립공장_20,,"part_transferred_to_out_buffer, step = 0",,3943.0,
5123,103.0,A0005_D11S0,E8,,,Stock_in,Stock,277.5,
5124,103.0,A0005_E11A0,Shelter,Shelter_0,,work_finish,,,
5125,103.0,A0005_E11A0,Shelter,Shelter_0,,process delay,,,All child do not arrive to parent A0005_E11A0
5126,103.0,A0005_N343P,대조립 1공장,대조립 1공장_65,,work_finish,,,
5127,103.0,A0005_N343P,대조립 1공장,대조립 1공장_65,,"part_transferred_to_out_buffer, step = 1",,5552.75,
5128,103.0,A0005_N343S,대조립 1공장,대조립 1공장_66,,work_finish,,,
5129,103.0,A0005_N343S,대조립 1공장,대조립 1공장_66,,"part_transferred_to_out_buffer, step = 1",,5395.5,
5130,103.0,A0005_S190P,2야드 대조립공장,2야드 대조립공장_27,,work_finish,,,
5131,103.0,A0005_S190P,2야드 대조립공장,2야드 대조립공장_27,,"part_transferred_to_out_buffer, step = 0",,3794.5,
5132,103.0,A0005_S190S,2야드 대조립공장,2야드 대조립공장_28,,work_finish,,,
5133,103.0,A0005_S190S,2야드 대조립공장,2야드 대조립공장_28,,"part_transferred_to_out_buffer, step = 0",,3646.0,
5134,103.0,A0002_H24A0,Shelter,Shelter_1,,work_finish,,,
5135,103.0,A0002_H24A0,Shelter,Shelter_1,,"part_transferred_to_out_buffer, step = 1",Shelter,719.5,
5136,103.0,A0004_A213C,외부,외부_353,,work_finish,,,
5137,103.0,A0004_A213C,외부,외부_353,,"part_transferred_to_out_buffer, step = 0",,22273.014297722253,
5138,103.0,A0004_B123P,선각공장,선각공장_49,,work_finish,,,
5139,103.0,A0004_B123P,선각공장,선각공장_49,,"part_transferred_to_out_buffer, step = 0",,2622.4820648259306,
5140,103.0,A0004_B123S,선각공장,선각공장_50,,work_finish,,,
5141,103.0,A0004_B123S,선각공장,선각공장_50,,"part_transferred_to_out_buffer, step = 0",,2316.4820648259306,
5142,103.0,A0005_S123P,대조립 1공장,대조립 1공장_84,,work_finish,,,
5143,103.0,A0005_S123P,대조립 1공장,대조립 1공장_84,,"part_transferred_to_out_buffer, step = 0",,5253.0,
5144,103.0,A0005_S123S,대조립 1공장,대조립 1공장_85,,work_finish,,,
5145,103.0,A0005_S123S,대조립 1공장,대조립 1공장_85,,"part_transferred_to_out_buffer, step = 0",,5110.5,
5146,103.0,A0004_B131C,,,,part_created,,,
5147,103.0,A0004_B133C,,,,part_created,,,
5148,103.0,A0004_E432P,,,,part_created,,,
5149,103.0,A0004_E432S,,,,part_created,,,
5150,103.0,A0005_B15P0,,,,part_created,,,
5151,103.0,A0005_B15S0,,,,part_created,,,
5152,103.0,A0005_E520P,,,,part_created,,,
5153,103.0,A0005_E520S,,,,part_created,,,
5154,103.0,A0005_H24P1,,,,part_created,,,
5155,103.0,A0005_S128P,,,,part_created,,,
5156,103.0,A0005_S128S,,,,part_created,,,
5157,103.0,A0005_S154P,,,,part_created,,,
5158,103.0,A0005_S154S,,,,part_created,,,
5159,103.0,A0005_S193P,,,,part_created,,,
5160,103.0,A0005_S193S,,,,part_created,,,
5161,103.0,A0005_V41P1,,,,part_created,,,
5162,103.0,A0005_V42P1,,,,part_created,,,
5163,103.0,A0005_V43P1,,,,part_created,,,
5164,103.0,A0005_V44P1,,,,part_created,,,
5165,103.0,,외부,,TP_1,tp_going_to_requesting_process,,,
5166,103.0,,Shelter,,TP_16,tp_going_to_requesting_process,,,
5167,103.0,,E6,,TP_20,tp_going_to_requesting_process,,,
5168,103.0,,E6,,TP_23,tp_going_to_requesting_process,,,
5169,103.0,,E6,,TP_24,tp_going_to_requesting_process,,,
5170,103.0,,E6,,TP_30,tp_going_to_requesting_process,,,
5171,103.0,,선행의장1공장쉘터,,TP_15,tp_going_to_requesting_process,,,
5172,103.0,A0005_N343P,Sink,,,completed,,,
5173,103.0,A0005_N343S,Sink,,,completed,,,
5174,103.0,A0005_S190P,Sink,,,completed,,,
5175,103.0,A0005_S190S,Sink,,,completed,,,
5176,103.0,,Shelter,,TP_1,tp_arrived_at_requesting_process,,,
5177,103.0,A0004_A213C,Sink,,,go to parent block,,,
5178,103.0,A0004_A213C,Sink,,,completed,,,
5179,103.0,A0004_B123P,Sink,,,go to parent block,,,
5180,103.0,A0004_B123P,Sink,,,completed,,,
5181,103.0,A0004_B123S,Sink,,,go to parent block,,,
5182,103.0,A0004_B123S,Sink,,,completed,,,
5183,103.0,A0005_S123P,Sink,,,completed,,,
5184,103.0,A0005_S123S,Sink,,,completed,,,
5185,103.0,,E6,,TP_16,tp_arrived_at_requesting_process,,,
5186,103.0,A0004_B131C,선각공장,,,Process_entered,,2683.9820648259306,
5187,103.0,A0004_B131C,선각공장,,,routing_ended,,,
5188,103.0,A0004_E432P,외부,,,Process_entered,,22763.014297722253,
5189,103.0,A0004_E432P,외부,,,routing_ended,,,
5190,103.0,A0005_B15P0,대조립 2공장,,,Process_entered,,3761.0,
5191,103.0,A0005_B15P0,대조립 2공장,,,routing_ended,,,
5192,103.0,A0005_E520P,대조립 1공장,,,Process_entered,,5201.5,
5193,103.0,A0005_E520P,대조립 1공장,,,routing_ended,,,
5194,103.0,A0005_S193P,2야드 판넬공장,,,Process_entered,,423.5,
5195,103.0,A0005_S193P,2야드 판넬공장,,,routing_ended,,,
5196,103.0,A0002_H24A0,Shelter,,,go_to_stock,,,
5197,103.0,A0002_H24A0,Shelter,,,tp_request,,,
5198,103.0,A0002_H24A0,Shelter,,TP_1,tp_going_to_next_process,,,
5199,103.0,A0004_B133C,선각공장,,,Process_entered,,3051.4820648259306,
5200,103.0,A0004_B133C,선각공장,,,routing_ended,,,
5201,103.0,A0004_E432S,외부,,,Process_entered,,23253.014297722253,
5202,103.0,A0004_E432S,외부,,,routing_ended,,,
5203,103.0,A0005_B15S0,대조립 2공장,,,Process_entered,,4074.5,
5204,103.0,A0005_B15S0,대조립 2공장,,,routing_ended,,,
5205,103.0,A0005_E520S,대조립 1공장,,,Process_entered,,5292.5,
5206,103.0,A0005_E520S,대조립 1공장,,,routing_ended,,,
5207,103.0,A0005_S193S,2야드 판넬공장,,,Process_entered,,572.0,
5208,103.0,A0005_S193S,2야드 판넬공장,,,routing_ended,,,
5209,103.0,A0002_H24A0,E6,,TP_1,tp_finished_transferred_to_next_process,,,
5210,103.0,A0002_H24A0,E6,,,Stock_in,Stock,2233.0,
5211,103.0,A0002_H24A0,Shelter,,,part_transferred_to_next_process_with_tp,,,
5212,103.0,A0002_H23P1,E6,,,Stock_out,Stock,1729.0,
5213,103.0,A0002_H23P1,E6,,,tp_request,,,
5214,103.0,A0002_H23P1,E6,,TP_16,tp_going_to_next_process,,,
5215,103.0,A0004_B131C,선각공장,선각공장_68,,"part_transferred_to_out_buffer, step = 0",,2683.9820648259306,
5216,103.0,A0004_E432P,외부,외부_429,,"part_transferred_to_out_buffer, step = 0",,22763.014297722253,
5217,103.0,A0005_B15P0,대조립 2공장,대조립 2공장_89,,work_start,,,
5218,103.0,A0005_S154P,대조립 2공장,,,Process_entered,,4236.0,
5219,103.0,A0005_S154P,대조립 2공장,,,routing_ended,,,
5220,103.0,A0005_E520P,대조립 1공장,대조립 1공장_105,,work_start,,,
5221,103.0,A0005_S128P,대조립 1공장,,,Process_entered,,5540.0,
5222,103.0,A0005_S128P,대조립 1공장,,,routing_ended,,,
5223,103.0,A0005_S193P,2야드 판넬공장,2야드 판넬공장_33,,"part_transferred_to_out_buffer, step = 0",,423.5,
5224,103.0,A0004_B133C,선각공장,선각공장_69,,work_start,,,
5225,103.0,A0004_E432S,외부,외부_430,,"part_transferred_to_out_buffer, step = 0",,22273.014297722253,
5226,103.0,A0005_B15S0,대조립 2공장,대조립 2공장_90,,work_start,,,
5227,103.0,A0005_S154S,대조립 2공장,,,Process_entered,,4397.5,
5228,103.0,A0005_S154S,대조립 2공장,,,routing_ended,,,
5229,103.0,A0005_E520S,대조립 1공장,대조립 1공장_106,,work_start,,,
5230,103.0,A0005_S128S,대조립 1공장,,,Process_entered,,5787.5,
5231,103.0,A0005_S128S,대조립 1공장,,,routing_ended,,,
5232,103.0,A0005_S193S,2야드 판넬공장,2야드 판넬공장_34,,"part_transferred_to_out_buffer, step = 0",,275.0,
5233,103.0,A0004_B131C,Sink,,,go to parent block,,,
5234,103.0,A0004_B131C,Sink,,,completed,,,
5235,103.0,A0004_E432P,Sink,,,go to parent block,,,
5236,103.0,A0004_E432P,Sink,,,completed,,,
5237,103.0,A0005_S154P,대조립 2공장,대조립 2공장_91,,"part_transferred_to_out_buffer, step = 0",,4236.0,
5238,103.0,A0005_S128P,대조립 1공장,대조립 1공장_107,,"part_transferred_to_out_buffer, step = 0",,5540.0,
5239,103.0,A0004_E432S,Sink,,,go to parent block,,,
5240,103.0,A0004_E432S,Sink,,,completed,,,
5241,103.0,A0005_S154S,대조립 2공장,대조립 2공장_92,,"part_transferred_to_out_buffer, step = 0",,4074.5,
5242,103.0,A0005_S128S,대조립 1공장,대조립 1공장_108,,"part_transferred_to_out_buffer, step = 0",,5292.5,
5243,103.0,A0005_S128P,Sink,,,go to parent block,,,
5244,103.0,A0005_S128P,Sink,,,completed,,,
5245,103.0,A0005_S128S,Sink,,,go to parent block,,,
5246,103.0,A0005_S128S,Sink,,,completed,,,
5247,103.00036977830567,A0002_H23P1,선실공장,,TP_16,tp_finished_transferred_to_next_process,,,
5248,103.00036977830567,A0002_H23P1,E6,,,part_transferred_to_next_process_with_tp,,,
5249,103.00036977830567,A0002_H23P1,선실공장,,,Part arrive at start location,,,
5250,103.00036977830567,A0002_H23P1,선실공장,,,Process_entered,,504.0,
5251,103.00036977830567,A0002_H23P1,선실공장,,,routing_ended,,,
5252,103.00036977830567,A0002_H23P1,선실공장,선실공장_0,,work_start,,,
5253,103.00325032927836,,대조립 1공장,,TP_20,tp_arrived_at_requesting_process,,,
5254,103.00325032927836,,대조립 1공장,,TP_23,tp_arrived_at_requesting_process,,,
5255,103.00325032927836,,대조립 1공장,,TP_24,tp_arrived_at_requesting_process,,,
5256,103.00325032927836,,대조립 1공장,,TP_30,tp_arrived_at_requesting_process,,,
5257,103.00325032927836,A0005_H24P1,대조립 1공장,,,tp_request,,,
5258,103.00325032927836,A0005_H24P1,대조립 1공장,,TP_20,tp_going_to_next_process,,,
5259,103.00325032927836,A0005_V41P1,대조립 1공장,,,tp_request,,,
5260,103.00325032927836,A0005_V41P1,대조립 1공장,,TP_23,tp_going_to_next_process,,,
5261,103.00325032927836,A0005_V42P1,대조립 1공장,,,tp_request,,,
5262,103.00325032927836,A0005_V42P1,대조립 1공장,,TP_24,tp_going_to_next_process,,,
5263,103.00325032927836,A0005_V43P1,대조립 1공장,,,tp_request,,,
5264,103.00325032927836,A0005_V43P1,대조립 1공장,,TP_30,tp_going_to_next_process,,,
5265,103.00325032927836,A0005_H24P1,Shelter,,TP_20,tp_finished_transferred_to_next_process,,,
5266,103.00325032927836,A0005_H24P1,대조립 1공장,,,part_transferred_to_next_process_with_tp,,,
5267,103.00325032927836,A0005_H24P1,Shelter,,,Process_entered,Shelter,1181.5,
5268,103.00325032927836,A0005_H24P1,Shelter,,,routing_ended,,,
5269,103.00325032927836,A0005_H24P1,Shelter,Shelter_3,,"part_transferred_to_out_buffer, step = 0",Shelter,719.5,
5270,103.00325032927836,,E6,,TP_1,tp_going_to_requesting_process,,,
5271,103.00325032927836,,Shelter,,TP_1,tp_arrived_at_requesting_process,,,
5272,103.00325032927836,A0005_H24P1,Shelter,,,go_to_stock,,,
5273,103.00325032927836,A0005_H24P1,Shelter,,,tp_request,,,
5274,103.00325032927836,A0005_H24P1,Shelter,,TP_1,tp_going_to_next_process,,,
5275,103.00325032927836,A0005_H24P1,E6,,TP_1,tp_finished_transferred_to_next_process,,,
5276,103.00325032927836,A0005_H24P1,E6,,,Stock_in,Stock,2191.0,
5277,103.00325032927836,A0005_H24P1,Shelter,,,part_transferred_to_next_process_with_tp,,,
5278,103.00353074041541,,대조립 1공장,,TP_15,tp_arrived_at_requesting_process,,,
5279,103.00353074041541,A0005_V44P1,대조립 1공장,,,tp_request,,,
5280,103.00353074041541,A0005_V44P1,대조립 1공장,,TP_15,tp_going_to_next_process,,,
5281,103.02701998456841,A0005_V41P1,외부,,TP_23,tp_finished_transferred_to_next_process,,,
5282,103.02701998456841,A0005_V41P1,대조립 1공장,,,part_transferred_to_next_process_with_tp,,,
5283,103.02701998456841,A0005_V42P1,외부,,TP_24,tp_finished_transferred_to_next_process,,,
5284,103.02701998456841,A0005_V42P1,대조립 1공장,,,part_transferred_to_next_process_with_tp,,,
5285,103.02701998456841,A0005_V43P1,외부,,TP_30,tp_finished_transferred_to_next_process,,,
5286,103.02701998456841,A0005_V43P1,대조립 1공장,,,part_transferred_to_next_process_with_tp,,,
5287,103.02701998456841,A0005_V41P1,외부,,,Process_entered,,22949.514297722253,
5288,103.02701998456841,A0005_V41P1,외부,,,routing_ended,,,
5289,103.02701998456841,A0005_V42P1,외부,,,Process_entered,,23494.014297722253,
5290,103.02701998456841,A0005_V42P1,외부,,,routing_ended,,,
5291,103.02701998456841,A0005_V41P1,외부,외부_431,,work_start,,,
5292,103.02701998456841,A0005_V43P1,외부,,,Process_entered,,24170.514297722253,
5293,103.02701998456841,A0005_V43P1,외부,,,routing_ended,,,
5294,103.02701998456841,A0005_V42P1,외부,외부_432,,work_start,,,
5295,103.02701998456841,A0005_V43P1,외부,외부_433,,work_start,,,
5296,103.02730039570547,A0005_V44P1,외부,,TP_15,tp_finished_transferred_to_next_process,,,
5297,103.02730039570547,A0005_V44P1,대조립 1공장,,,part_transferred_to_next_process_with_tp,,,
5298,103.02730039570547,A0005_V44P1,외부,,,Process_entered,,24715.014297722253,
5299,103.02730039570547,A0005_V44P1,외부,,,routing_ended,,,
5300,103.02730039570547,A0005_V44P1,외부,외부_434,,work_start,,,
5301,104.0,A0002_E320P,외부,외부_324,,work_finish,,,
5302,104.0,A0002_E320P,외부,외부_324,,"part_transferred_to_out_buffer, step = 0",,24498.014297722253,
5303,104.0,A0005_D12P0,2야드 대조립공장,2야드 대조립공장_21,,work_finish,,,
5304,104.0,A0005_D12P0,2야드 대조립공장,2야드 대조립공장_21,,"part_transferred_to_out_buffer, step = 0",,3368.5,
5305,104.0,A0005_D12P0,E9,,,Stock_in,Stock,277.5,
5306,104.0,A0002_E320S,외부,외부_325,,work_finish,,,
5307,104.0,A0002_E320S,외부,외부_325,,"part_transferred_to_out_buffer, step = 0",,24281.014297722253,
5308,104.0,A0005_D12S0,2야드 대조립공장,2야드 대조립공장_22,,work_finish,,,
5309,104.0,A0005_D12S0,2야드 대조립공장,2야드 대조립공장_22,,"part_transferred_to_out_buffer, step = 0",,3091.0,
5310,104.0,A0005_D12S0,E4,,,Stock_in,Stock,277.5,
5311,104.0,A0002_E326P,외부,외부_326,,work_finish,,,
5312,104.0,A0002_E326P,외부,외부_326,,"part_transferred_to_out_buffer, step = 0",,24236.014297722253,
5313,104.0,A0005_D17P0,대조립 2공장,대조립 2공장_55,,work_finish,,,
5314,104.0,A0005_D17P0,대조립 2공장,대조립 2공장_55,,"part_transferred_to_out_buffer, step = 0",,3704.5,
5315,104.0,A0005_D17P0,E5,,,Stock_in,Stock,370.0,
5316,104.0,A0002_E326S,외부,외부_327,,work_finish,,,
5317,104.0,A0002_E326S,외부,외부_327,,"part_transferred_to_out_buffer, step = 0",,24191.014297722253,
5318,104.0,A0005_D17S0,대조립 2공장,대조립 2공장_56,,work_finish,,,
5319,104.0,A0005_D17S0,대조립 2공장,대조립 2공장_56,,"part_transferred_to_out_buffer, step = 0",,3334.5,
5320,104.0,A0005_D17S0,Y81,,,Stock_in,Stock,370.0,
5321,104.0,A0005_N363P,대조립 2공장,대조립 2공장_72,,work_finish,,,
5322,104.0,A0005_N363P,대조립 2공장,대조립 2공장_72,,"part_transferred_to_out_buffer, step = 0",,3177.25,
5323,104.0,A0005_N363S,대조립 2공장,대조립 2공장_73,,work_finish,,,
5324,104.0,A0005_N363S,대조립 2공장,대조립 2공장_73,,"part_transferred_to_out_buffer, step = 0",,3020.0,
5325,104.0,A0004_A210P,외부,외부_349,,work_finish,,,
5326,104.0,A0004_A210P,외부,외부_349,,"part_transferred_to_out_buffer, step = 0",,24084.764297722253,
5327,104.0,A0004_A210S,외부,외부_350,,work_finish,,,
5328,104.0,A0004_A210S,외부,외부_350,,"part_transferred_to_out_buffer, step = 0",,23970.014297722253,
5329,104.0,A0004_A211P,외부,외부_351,,work_finish,,,
5330,104.0,A0004_A211P,외부,외부_351,,"part_transferred_to_out_buffer, step = 0",,23642.273265309286,
5331,104.0,A0004_A211S,외부,외부_352,,work_finish,,,
5332,104.0,A0004_A211S,외부,외부_352,,"part_transferred_to_out_buffer, step = 0",,23314.53223289632,
5333,104.0,A0005_E510P,대조립 1공장,대조립 1공장_71,,work_finish,,,
5334,104.0,A0005_E510P,대조립 1공장,대조립 1공장_71,,"part_transferred_to_out_buffer, step = 0",,5170.0,
5335,104.0,A0005_E510S,대조립 1공장,대조립 1공장_72,,work_finish,,,
5336,104.0,A0005_E510S,대조립 1공장,대조립 1공장_72,,"part_transferred_to_out_buffer, step = 0",,5047.5,
5337,104.0,A0005_N353P,대조립 1공장,대조립 1공장_76,,work_finish,,,
5338,104.0,A0005_N353P,대조립 1공장,대조립 1공장_76,,"part_transferred_to_out_buffer, step = 1",,4886.0,
5339,104.0,A0005_N353S,대조립 1공장,대조립 1공장_77,,work_finish,,,
5340,104.0,A0005_N353S,대조립 1공장,대조립 1공장_77,,"part_transferred_to_out_buffer, step = 1",,4724.5,
5341,104.0,A0004_B343P,선각공장,선각공장_53,,work_finish,,,
5342,104.0,A0004_B343P,선각공장,선각공장_53,,"part_transferred_to_out_buffer, step = 0",,2356.2410324129655,
5343,104.0,A0004_B343S,선각공장,선각공장_54,,work_finish,,,
5344,104.0,A0004_B343S,선각공장,선각공장_54,,"part_transferred_to_out_buffer, step = 0",,2136.2410324129655,
5345,104.0,A0005_E513P,대조립 1공장,대조립 1공장_89,,work_finish,,,
5346,104.0,A0005_E513P,대조립 1공장,대조립 1공장_89,,"part_transferred_to_out_buffer, step = 0",,4597.0,
5347,104.0,A0005_E514P,대조립 1공장,대조립 1공장_90,,work_finish,,,
5348,104.0,A0005_E514P,대조립 1공장,대조립 1공장_90,,"part_transferred_to_out_buffer, step = 0",,4478.0,
5349,104.0,A0002_S153P,외부,외부_381,,work_finish,,,
5350,104.0,A0002_S153P,외부,외부_381,,"part_transferred_to_out_buffer, step = 0",,23010.53223289632,
5351,104.0,A0002_S153S,외부,외부_382,,work_finish,,,
5352,104.0,A0002_S153S,외부,외부_382,,"part_transferred_to_out_buffer, step = 0",,22706.53223289632,
5353,104.0,A0004_B502P,외부,외부_425,,work_finish,,,
5354,104.0,A0004_B502P,외부,외부_425,,"part_transferred_to_out_buffer, step = 0",,22504.03223289632,
5355,104.0,A0004_B502S,외부,외부_426,,work_finish,,,
5356,104.0,A0004_B502S,외부,외부_426,,"part_transferred_to_out_buffer, step = 0",,22301.53223289632,
5357,104.0,A0004_B532P,외부,외부_427,,work_finish,,,
5358,104.0,A0004_B532P,외부,외부_427,,"part_transferred_to_out_buffer, step = 0",,22056.53223289632,
5359,104.0,A0004_B532S,외부,외부_428,,work_finish,,,
5360,104.0,A0004_B532S,외부,외부_428,,"part_transferred_to_out_buffer, step = 0",,21811.53223289632,
5361,104.0,A0001_E112A,,,,part_created,,,
5362,104.0,A0002_E112A,,,,part_created,,,
5363,104.0,A0002_E811A,,,,part_created,,,
5364,104.0,A0002_S171P,,,,part_created,,,
5365,104.0,A0002_S171S,,,,part_created,,,
5366,104.0,A0002_S173P,,,,part_created,,,
5367,104.0,A0002_S173S,,,,part_created,,,
5368,104.0,A0004_B542P,,,,part_created,,,
5369,104.0,A0004_B542S,,,,part_created,,,
5370,104.0,A0004_E430P,,,,part_created,,,
5371,104.0,A0004_E430S,,,,part_created,,,
5372,104.0,A0004_E436P,,,,part_created,,,
5373,104.0,A0004_E436S,,,,part_created,,,
5374,104.0,A0004_E43P0,,,,part_created,,,
5375,104.0,A0004_E43S0,,,,part_created,,,
5376,104.0,A0004_H112P,,,,part_created,,,
5377,104.0,A0005_E21P0,,,,part_created,,,
5378,104.0,A0005_E21S0,,,,part_created,,,
5379,104.0,A0005_E512P,,,,part_created,,,
5380,104.0,A0005_E512S,,,,part_created,,,
5381,104.0,A0005_H11P1,,,,part_created,,,
5382,104.0,A0005_S12P0,,,,part_created,,,
5383,104.0,A0005_S12S0,,,,part_created,,,
5384,104.0,A0005_S161P,,,,part_created,,,
5385,104.0,A0005_S161S,,,,part_created,,,
5386,104.0,A0005_V11P1,,,,part_created,,,
5387,104.0,A0005_V12P1,,,,part_created,,,
5388,104.0,A0005_V13P1,,,,part_created,,,
5389,104.0,A0005_V14P1,,,,part_created,,,
5390,104.0,A0005_V31P1,,,,part_created,,,
5391,104.0,A0005_V32P1,,,,part_created,,,
5392,104.0,A0005_V33P1,,,,part_created,,,
5393,104.0,A0005_V34P1,,,,part_created,,,
5394,104.0,,Shelter,,TP_20,tp_going_to_requesting_process,,,
5395,104.0,,선행의장1공장쉘터,,TP_19,tp_going_to_requesting_process,,,
5396,104.0,A0002_E827P,Y6,,,Stock_out,Stock,351.0,
5397,104.0,A0002_E827S,Y6,,,Stock_out,Stock,315.0,
5398,104.0,,E6,,TP_1,tp_going_to_requesting_process,,,
5399,104.0,,선실공장,,TP_16,tp_going_to_requesting_process,,,
5400,104.0,,선행의장1공장쉘터,,TP_22,tp_going_to_requesting_process,,,
5401,104.0,,선행의장1공장쉘터,,TP_25,tp_going_to_requesting_process,,,
5402,104.0,,선행의장2공장쉘터,,TP_21,tp_going_to_requesting_process,,,
5403,104.0,,외부,,TP_2,tp_going_to_requesting_process,,,
5404,104.0,,외부,,TP_3,tp_going_to_requesting_process,,,
5405,104.0,,외부,,TP_4,tp_going_to_requesting_process,,,
5406,104.0,,외부,,TP_5,tp_going_to_requesting_process,,,
5407,104.0,,외부,,TP_6,tp_going_to_requesting_process,,,
5408,104.0,,외부,,TP_7,tp_going_to_requesting_process,,,
5409,104.0,,E7,,TP_20,tp_arrived_at_requesting_process,,,
5410,104.0,A0002_E320P,Sink,,,go to parent block,,,
5411,104.0,A0002_E320P,Sink,,,completed,,,
5412,104.0,A0002_E320S,Sink,,,go to parent block,,,
5413,104.0,A0002_E320S,Sink,,,completed,,,
5414,104.0,A0002_E326P,Sink,,,go to parent block,,,
5415,104.0,A0002_E326P,Sink,,,completed,,,
5416,104.0,A0002_E326S,Sink,,,go to parent block,,,
5417,104.0,A0002_E326S,Sink,,,completed,,,
5418,104.0,A0005_N363P,Sink,,,completed,,,
5419,104.0,A0005_N363S,Sink,,,completed,,,
5420,104.0,A0004_A210P,Sink,,,go to parent block,,,
5421,104.0,A0004_A210P,Sink,,,completed,,,
5422,104.0,A0004_A210S,Sink,,,go to parent block,,,
5423,104.0,A0004_A210S,Sink,,,completed,,,
5424,104.0,A0004_A211P,Sink,,,go to parent block,,,
5425,104.0,A0004_A211P,Sink,,,completed,,,
5426,104.0,A0004_A211S,Sink,,,go to parent block,,,
5427,104.0,A0004_A211S,Sink,,,completed,,,
5428,104.0,A0005_E510P,Sink,,,completed,,,
5429,104.0,A0005_E510S,Sink,,,go to parent block,,,
5430,104.0,A0005_E510S,Sink,,,completed,,,
5431,104.0,A0005_N353P,Sink,,,completed,,,
5432,104.0,A0005_N353S,Sink,,,completed,,,
5433,104.0,A0004_B343P,Sink,,,go to parent block,,,
5434,104.0,A0004_B343P,Sink,,,completed,,,
5435,104.0,A0004_B343S,Sink,,,go to parent block,,,
5436,104.0,A0004_B343S,Sink,,,completed,,,
5437,104.0,A0005_E513P,Sink,,,go to parent block,,,
5438,104.0,A0005_E513P,Sink,,,completed,,,
5439,104.0,A0005_E514P,Sink,,,go to parent block,,,
5440,104.0,A0005_E514P,Sink,,,completed,,,
5441,104.0,A0002_S153P,Sink,,,go to parent block,,,
5442,104.0,A0002_S153P,Sink,,,completed,,,
5443,104.0,A0002_S153S,Sink,,,go to parent block,,,
5444,104.0,A0002_S153S,Sink,,,completed,,,
5445,104.0,,E6,,TP_1,tp_arrived_at_requesting_process,,,
5446,104.0,A0004_B502P,Sink,,,go to parent block,,,
5447,104.0,A0004_B502P,Sink,,,completed,,,
5448,104.0,A0004_B502S,Sink,,,go to parent block,,,
5449,104.0,A0004_B502S,Sink,,,completed,,,
5450,104.0,A0004_B532P,Sink,,,go to parent block,,,
